university,career,inscription_date,gender,age,location,email,first_name,last_name
universidad tecnológica nacional,agronomía,2020-09-20,male,85,chavarria,scottpamela@gmail.com,daniel,cooper
universidad tecnológica nacional,bioquímica,2020-09-16,female,90,esc nav militar rio sant,john89@hotmail.com,jennifer,scott
universidad tecnológica nacional,ingeniería electrónica,2021-01-02,male,71,general rojo,cassidyphillips@yahoo.com,michael,henson
universidad tecnológica nacional,agronomía,2020-12-04,female,59,barrio villa saladillo,johnsonedward@hotmail.com,kimberly,johnson
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-14,female,97,barranqueras,william28@gmail.com,amanda,harrison
universidad tecnológica nacional,medicina,2021-02-01,male,50,cara mala,jcrosby@hotmail.com,charles,li
universidad tecnológica nacional,agronomía,2020-09-05,female,69,agua de la zorra,hansenlisa@hotmail.com,krista,ball
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-10-23,male,14,30 de agosto,halljennifer@gmail.com,patrick,martin
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-10-17,male,13,maori,emilyking@gmail.com,kevin,hall
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-09-25,female,76,colonia mackinlay,howardbrian@hotmail.com,debra,edwards
universidad tecnológica nacional,licenciatura en psicología,2021-01-22,female,114,azopardo,sandra69@yahoo.com,lori,hubbard
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-04,male,74,jose ferrari,samueljohnson@hotmail.com,kenneth,thompson
universidad tecnológica nacional,ingeniería mecánica,2020-12-02,male,85,agua negra,jeremyward@gmail.com,gilbert,barton
universidad tecnológica nacional,ingeniería electrónica,2020-11-05,female,62,gobernador lanusse,jared75@hotmail.com,dr.,erin
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-12-10,male,1,colonia bella italia,ksmith@gmail.com,adam,mcdonald
universidad tecnológica nacional,ciencias veterinarias,2020-10-16,male,7,aguada del loro,heather85@gmail.com,michael,wright
universidad tecnológica nacional,diseño industrial,2020-11-01,female,1,caleufu,kimberly58@yahoo.com,gina,lopez
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-12-20,female,2,alto nuestra señora del valle,alison79@yahoo.com,tracy,dunn
universidad tecnológica nacional,actuario,2020-12-10,male,48,armstrong,carla01@yahoo.com,bradley,flores
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-12-21,female,114,gobernador crespo,harrisonjoshua@gmail.com,stephanie,collier
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-09-06,male,94,glew,qhoffman@gmail.com,gary,best
universidad tecnológica nacional,licenciatura en ciencia política,2020-10-07,male,26,bahia lapataia,bcortez@yahoo.com,robert,austin
universidad tecnológica nacional,ingeniería electrónica,2020-09-27,female,39,empalme frontera,dmanning@gmail.com,wanda,martin
universidad tecnológica nacional,actuario,2020-09-22,female,56,chancay,michelle73@yahoo.com,tamara,escobar
universidad tecnológica nacional,licenciatura en sociología,2020-09-26,female,37,estacion saladas,sarahhopkins@gmail.com,christine,allen
universidad tecnológica nacional,farmacia,2020-10-16,female,81,cavour,prichardson@yahoo.com,stephanie,patterson
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-09-29,male,86,arrechea,juan41@gmail.com,alexander,jordan
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-12-22,male,27,peyrano,kaylagarcia@yahoo.com,danny,clark
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-10-16,female,27,arturo segui,ashleymitchell@yahoo.com,nicole,nicholson
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-01-14,male,1,arroyo ceibal,danielsmith@hotmail.com,mr.,james
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-17,female,22,camaron chico,jonathon92@yahoo.com,kimberly,wolf
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-04,male,53,amilgancho,warrenjanet@yahoo.com,michael,brown
universidad tecnológica nacional,licenciatura en ciencias de la educación,2021-01-26,female,68,colonia zapata,jchapman@hotmail.com,carmen,evans
universidad tecnológica nacional,técnico para bioterios,2020-09-14,male,87,angaco norte,kimberlywatson@gmail.com,daniel,ortiz
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-10-08,male,97,colonia los tres usaris,fmcneil@gmail.com,alexander,wilcox
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-11-30,female,7,25 de mayo,brennanstephen@yahoo.com,lisa,joseph
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-12-03,female,105,casimiro gomez,emorton@hotmail.com,shannon,ruiz
universidad tecnológica nacional,ciencias veterinarias,2020-10-27,female,77,claverie,angela56@hotmail.com,christine,lowery
universidad tecnológica nacional,contador público,2020-10-22,female,36,colonia rivas,stephaniejohnson@yahoo.com,shelby,carroll
universidad tecnológica nacional,licenciatura en musicoterapia,2020-09-18,male,59,antonio tomas sud,felicia40@hotmail.com,kenneth,martin
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021-01-09,female,17,gandolfi,fieldsheather@hotmail.com,christine,jackson
universidad tecnológica nacional,diseño de imagen y sonido,2020-10-26,male,74,garin,victoriawallace@hotmail.com,daniel,thompson
universidad tecnológica nacional,licenciatura en administración,2021-01-16,female,12,diamante,miguelmejia@gmail.com,jessica,dickerson
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-09-16,male,5,las palmas,huynhrichard@hotmail.com,scott,mason
universidad tecnológica nacional,arquitectura,2020-10-21,male,102,bajo caracoles,johngreen@hotmail.com,lee,rogers
universidad tecnológica nacional,medicina,2021-01-12,male,29,luis guillon,mpratt@yahoo.com,andrew,irwin
universidad tecnológica nacional,licenciatura en psicología,2020-10-12,male,104,alto jaguel,megan34@gmail.com,bradley,smith
universidad tecnológica nacional,agronomía,2020-12-17,male,70,arroyo urquiza,jamiecarter@gmail.com,henry,avery
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-12-27,female,19,rio tala,shahstacey@yahoo.com,ashley,miller
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-12-12,male,4,olascoaga,nalvarez@gmail.com,matthew,flores
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-12-21,female,39,cramer,john99@yahoo.com,sara,smith
universidad tecnológica nacional,licenciatura en sociología,2020-11-13,female,91,banda varela,debracarroll@yahoo.com,megan,thomas
universidad tecnológica nacional,ingeniería mecánica,2020-09-23,female,110,haras san jacinto,thomas25@yahoo.com,shelby,yang
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-10-30,male,11,arroyo las minas,pbrown@gmail.com,jeffrey,moore
universidad tecnológica nacional,licenciatura en psicología,2020-11-16,male,26,comandante nicanor otamendi,yross@yahoo.com,henry,martin
universidad tecnológica nacional,licenciatura en administración,2020-10-15,female,25,cooper,jacksonalexandra@hotmail.com,katherine,lindsey
universidad tecnológica nacional,bioquímica,2020-09-30,male,93,arroyo ceibo,ryanlarsen@yahoo.com,robert,ramsey
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-11-07,female,10,san genaro norte,amy50@hotmail.com,lisa,welch
universidad tecnológica nacional,diseño de imagen y sonido,2020-11-19,male,99,abramo,jacobanderson@yahoo.com,mark,george
universidad tecnológica nacional,ingeniería electrónica,2020-09-02,female,26,bernasconi,mthomas@yahoo.com,cassandra,salazar
universidad tecnológica nacional,licenciatura en psicología,2020-11-24,female,102,berraondo,bking@hotmail.com,gina,rowland
universidad tecnológica nacional,licenciatura en musicoterapia,2021-01-26,female,44,buena esperanza,mariehuffman@gmail.com,michele,munoz
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021-02-01,male,95,colonia cello,richardewing@gmail.com,tyler,hartman
universidad tecnológica nacional,ingeniería en informática,2020-10-21,male,26,agua negra,michael18@yahoo.com,erik,rodriguez
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-09-23,female,23,arteaga,laura62@gmail.com,shannon,gonzales
universidad tecnológica nacional,licenciatura en administración,2020-11-02,female,116,el retiro,courtneycuevas@hotmail.com,jacqueline,ward
universidad tecnológica nacional,ingeniería en informática,2020-11-28,male,35,sancti spiritu,raymond82@hotmail.com,james,blackwell
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-11-08,male,92,monte chingolo,baldwinkimberly@gmail.com,perry,garcia
universidad tecnológica nacional,licenciatura en terapia ocupacional,2021-02-01,male,68,calfucura,lawsonmichael@yahoo.com,elijah,woods
universidad tecnológica nacional,técnico para bioterios,2020-12-24,female,25,plomer,christopher32@hotmail.com,hannah,watson
universidad tecnológica nacional,licenciatura en artes,2021-01-14,female,110,aguada escondida,nichole49@hotmail.com,valerie,roth
universidad tecnológica nacional,medicina,2020-09-22,male,56,colonia las yescas,dduran@yahoo.com,peter,anderson
universidad tecnológica nacional,licenciatura en psicología,2020-09-25,female,40,bealistock,kariholmes@yahoo.com,brianna,sutton
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-29,male,62,gaboto,joshua39@yahoo.com,robert,walker
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-11-30,female,86,blaquier,harrismatthew@gmail.com,alexa,fox
universidad tecnológica nacional,actuario,2020-10-30,male,86,la porteña,arnoldtodd@yahoo.com,douglas,gordon
universidad tecnológica nacional,diseño industrial,2020-09-29,female,72,piamonte,garywest@hotmail.com,rachel,schneider
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2021-01-31,female,28,franklin,jessica33@gmail.com,kimberly,gregory
universidad tecnológica nacional,licenciatura en musicoterapia,2020-11-04,male,69,colonia bombal,miranda63@hotmail.com,thomas,guerrero
universidad tecnológica nacional,farmacia,2020-11-07,female,94,bajo de raco,dcarter@hotmail.com,melissa,hensley
universidad tecnológica nacional,licenciatura en terapia ocupacional,2021-01-14,male,55,caleufu,lawrencebriggs@yahoo.com,johnny,rose
universidad tecnológica nacional,diseño de imagen y sonido,2020-09-28,female,52,caaguazu,rholt@hotmail.com,pamela,jones
universidad tecnológica nacional,licenciatura en musicoterapia,2020-11-10,male,36,campo cicare,hebertcraig@hotmail.com,mark,prince
universidad tecnológica nacional,licenciatura en ciencia política,2020-12-01,male,113,calchaqui,smithjohn@hotmail.com,david,smith
universidad tecnológica nacional,licenciatura en psicología,2021-01-06,female,93,basail,clarkkatelyn@yahoo.com,melanie,hernandez
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-11-29,female,49,castelar,robert58@gmail.com,amanda,lewis
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-10-31,male,18,godoy,kimberly57@yahoo.com,kevin,brown
universidad tecnológica nacional,ingeniería electrónica,2020-10-14,female,15,chacras viejas,fwilkins@gmail.com,tanya,gonzalez
universidad tecnológica nacional,licenciatura en ciencias de la educación,2021-01-05,female,77,buen retiro,andrewortiz@hotmail.com,kayla,jones
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-10-07,male,14,ciudad evita,mpowell@hotmail.com,michael,dominguez
universidad tecnológica nacional,ingeniería electrónica,2020-12-24,male,32,el jumeal,dana62@yahoo.com,dr.,mason
universidad tecnológica nacional,agronomía,2020-10-08,male,45,bella vista,martinezarthur@yahoo.com,adam,welch
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-11-16,female,5,el campamento,iwoodward@yahoo.com,mallory,johnson
universidad tecnológica nacional,medicina,2020-10-08,male,102,aguadita,beckertracy@gmail.com,bruce,schmidt
universidad tecnológica nacional,licenciatura en ciencias de la educación,2021-01-02,male,113,barcala,henrydaniel@gmail.com,david,knight
universidad tecnológica nacional,ingeniería en informática,2021-01-21,female,116,arroyo chalia,michaeljohnson@yahoo.com,hailey,hahn
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-29,male,113,lomas de zamora,ggreene@yahoo.com,robert,tate
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-23,female,75,bajo de las palomas,williamdavis@yahoo.com,shelby,buck
universidad tecnológica nacional,diseño de imagen y sonido,2020-11-02,male,21,estacion saguier,petersonrhonda@yahoo.com,mark,steele
universidad tecnológica nacional,farmacia,2020-10-03,female,95,colonia san manuel,bryantbrittany@gmail.com,karen,stevens
universidad tecnológica nacional,contador público,2020-09-19,female,83,punta lara,barrettwilliam@yahoo.com,christine,pacheco
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-10-22,female,90,colonia santa rosa,schmidtdavid@gmail.com,debra,white
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-10-24,male,72,ciudadela,cpatterson@yahoo.com,brian,green
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-11-19,male,42,ricardone,paul47@hotmail.com,willie,serrano
universidad tecnológica nacional,licenciatura en artes,2021-01-23,male,101,achaval rodriguez,susanwilliams@gmail.com,phillip,adams
universidad tecnológica nacional,arquitectura,2020-10-12,male,45,6 de septiembre,collinsstephanie@yahoo.com,alexander,rivers
universidad tecnológica nacional,ciencias veterinarias,2020-12-04,male,56,enrique fynn,ddickson@gmail.com,roy,ferguson
universidad tecnológica nacional,agronomía,2020-09-05,male,109,cucha cucha,hugheschad@yahoo.com,david,molina
universidad tecnológica nacional,técnico para bioterios,2021-01-31,male,33,san jose de piedra blanca,dillonmark@yahoo.com,benjamin,guzman
universidad tecnológica nacional,contador público,2020-12-05,male,100,cullin manzano,vjohnson@yahoo.com,keith,oliver
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-12-31,female,53,aldea brasilera,julie18@yahoo.com,tracy,sheppard
